id,province,zone,candidate_no,title,first_name,last_name,party,score
39,กรุงเทพมหานคร,3,2,นาย,อรัญ,พันธุมจินดา,ชาติพัฒนาเพื่อแผ่นดิน,165
40,กรุงเทพมหานคร,3,14,นางสาว,ณิชาดา,ภัทรธนจิระกุล,กิจสังคม,162
41,กรุงเทพมหานคร,3,21,นาย,วิรัช,วีระสกุลรักษ์,ชาติไทยพัฒนา,78
42,กรุงเทพมหานคร,3,18,นางสาว,ใบบุญ,ชาติบุญนิยม,เพื่อฟ้าดิน,58
43,กรุงเทพมหานคร,3,34,นาย,จิตรกร,เจนทัตถการกิจ,ความหวังใหม่,29
44,กรุงเทพมหานคร,4,10,นาย,อนุชา,บูรพชัยศรี,ประชาธิปัตย์,44621
45,กรุงเทพมหานคร,4,1,นาย,วรพงษ์,ตันติเวชยานนท์,เพื่อไทย,29749
46,กรุงเทพมหานคร,4,12,พันตำรวจโท,ฐิชาลักษณ์,ณรงค์วิทย์,รักษ์สันติ,1531
47,กรุงเทพมหานคร,4,14,นาย,สมพิศ,ผอบเพ็ชร,กิจสังคม,335
48,กรุงเทพมหานคร,4,26,นาย,เอกราช,หวังนุช,มาตุภูมิ,322
49,กรุงเทพมหานคร,4,21,นาย,วิบูลย์,วีระพงษ์ประดิษฐ์,ชาติไทยพัฒนา,112
50,กรุงเทพมหานคร,4,39,นาย,มนัส,มิตรเจริญ,เพื่อนเกษตรไทย,79
51,กรุงเทพมหานคร,4,33,นาย,ทศพล,บรรลือศิลป์,ประชาสันติ,60
52,กรุงเทพมหานคร,4,18,นางสาว,ประกายขวัญ,ปัญญาพร,เพื่อฟ้าดิน,57
53,กรุงเทพมหานคร,5,1,นางสาว,ลีลาวดี,วัชโรบล,เพื่อไทย,38206
54,กรุงเทพมหานคร,5,10,นางสาว,จิตภัสร์,ภิรมย์ภักดี,ประชาธิปัตย์,37528
55,กรุงเทพมหานคร,5,12,นาย,ประจวบ,อึ๊งภากรณ์,รักษ์สันติ,2576
56,กรุงเทพมหานคร,5,2,นาย,โสภณ,ดำนุ้ย,ชาติพัฒนาเพื่อแผ่นดิน,408
57,กรุงเทพมหานคร,5,21,นาง,ศิริลักษณ์,นิลพัฒ,ชาติไทยพัฒนา,125
58,กรุงเทพมหานคร,5,14,นาย,ชาต,ศรีสุดดี,กิจสังคม,123
59,กรุงเทพมหานคร,5,33,นาย,วรากร,ทุมพร,ประชาสันติ,82
60,กรุงเทพมหานคร,5,29,พันโท,เจริญ,นุชอุดม,เพื่อประชาชนไทย,49
61,กรุงเทพมหานคร,5,34,นาย,วัชริทร์,รัตนนาม,ความหวังใหม่,29
62,กรุงเทพมหานคร,5,18,นาย,วิศิษฏ์,จิตตนุปัสน์,เพื่อฟ้าดิน,20
63,กรุงเทพมหานคร,5,36,นาย,ศิวดล,ศรีวัฒนะ,พลังคนกีฬา,17
64,กรุงเทพมหานคร,6,10,นาย,ธนา,ชีรวินิจ,ประชาธิปัตย์,51501
65,กรุงเทพมหานคร,6,1,นาย,กวี,ณ ลำปาง,เพื่อไทย,45792
66,กรุงเทพมหานคร,6,12,นาย,นเรนทร์ฤทธิ์,ไชยโย,รักษ์สันติ,2193
67,กรุงเทพมหานคร,6,2,นาย,กริชชัย,อรุณวงษ์ ณ อยุธยา,ชาติพัฒนาเพื่อแผ่นดิน,388
68,กรุงเทพมหานคร,6,14,นางสาว,มลฤดี,สร้อยธรรมา,กิจสังคม,222
69,กรุงเทพมหานคร,6,21,นางสาว,สุภารัตน์,ไตรทศพร,ชาติไทยพัฒนา,168
70,กรุงเทพมหานคร,6,36,นาย,เกรียงศักดิ์,แสงประดับ,พลังคนกีฬา,67
71,กรุงเทพมหานคร,6,33,นาย,ประวิทย์,โพธิ์กระจ่าง,ประชาสันติ,66
72,กรุงเทพมหานคร,6,18,นาย,สว่าง,คุณานุรักษพงศ์,เพื่อฟ้าดิน,32
73,กรุงเทพมหานคร,6,23,ว่าที่ร้อยตรี,วรพจน์,ประทุมวัน,ชาติสามัคคี,29
74,กรุงเทพมหานคร,6,34,นางสาว,สรารัตน์,เรืองศรี,ความหวังใหม่,27
75,กรุงเทพมหานคร,7,10,นาย,พุทธิพงษ์,ปุณณกันต์,ประชาธิปัตย์,38470
76,กรุงเทพมหานคร,7,1,นางสาว,อนุตตมา,อมรวิวัฒน์,เพื่อไทย,32692
77,กรุงเทพมหานคร,7,12,นาง,วัจนา,สุทัศน์ ณ อยุธยา,รักษ์สันติ,1619
78,กรุงเทพมหานคร,7,2,นาย,ธเนศวร,มหาธนินวงศ์,ชาติพัฒนาเพื่อแผ่นดิน,168
79,กรุงเทพมหานคร,7,14,นาย,ไพฑูรย์,เครือนาค,กิจสังคม,132
80,กรุงเทพมหานคร,7,21,นาย,สุชาติ,นันทนานิมิตกุล,ชาติไทยพัฒนา,99
81,กรุงเทพมหานคร,7,33,นาย,กฤษฎา,พรหมพิพัฒน์พร,ประชาสันติ,46
82,กรุงเทพมหานคร,7,18,นางสาว,ศีลสนิท,น้อยอินต๊ะ,เพื่อฟ้าดิน,41
83,กรุงเทพมหานคร,7,4,นาย,เอกสิทธิ์,หมวดทอง,ประชากรไทย,38
84,กรุงเทพมหานคร,7,34,นาง,มาลีรัฏฐ์,เอี้ยวสกุล,ความหวังใหม่,36
85,กรุงเทพมหานคร,7,36,นาย,สกาว,เรือนจันทร์,พลังคนกีฬา,35
86,กรุงเทพมหานคร,8,10,นาย,สรรเสริญ,สมะลาภา,ประชาธิปัตย์,43293
87,กรุงเทพมหานคร,8,1,นาย,สิงห์ทอง,บัวชุม,เพื่อไทย,38187
88,กรุงเทพมหานคร,8,12,นาย,บุญอนันต์,เปี่ยมพงศ์สานต์,รักษ์สันติ,2516
89,กรุงเทพมหานคร,8,2,นาย,วรศักดิ์,อิศรางกูร ณ อยุธยา,ชาติพัฒนาเพื่อแผ่นดิน,273
90,กรุงเทพมหานคร,8,14,นาย,สุภาพ,ศรีชัย,กิจสังคม,204
91,กรุงเทพมหานคร,8,33,นาย,ชะฎา,ทุยไธสง,ประชาสันติ,99
92,กรุงเทพมหานคร,8,18,นางสาว,ตะวันธรรม,ข่าทิพย์พาที,เพื่อฟ้าดิน,70
93,กรุงเทพมหานคร,8,9,ว่าที่ร้อยโท,เกียรติสณ,พุสดี,พลังมวลชน,49
94,กรุงเทพมหานคร,8,23,นาง,พรรณี,บุญมา,ชาติสามัคคี,26
95,กรุงเทพมหานคร,9,10,นาย,อรรถวิชช์,สุวรรณภักดี,ประชาธิปัตย์,42352
96,กรุงเทพมหานคร,9,1,นางสาว,วิลาวัลย์,ธรรมชาติ,เพื่อไทย,37602
97,กรุงเทพมหานคร,9,12,ร้อยเอก หม่อมหลวง,เกียรติเกษม,เกษมสันต์,รักษ์สันติ,2536
98,กรุงเทพมหานคร,9,2,พันตรี,อภิรักษ์,อารีย์มิตร,ชาติพัฒนาเพื่อแผ่นดิน,203
99,กรุงเทพมหานคร,9,14,นาย,อภิชาติ,รัตรสาร,กิจสังคม,178
100,กรุงเทพมหานคร,9,21,นางสาว,ฉวีวรรณ,พงษ์ศิลา,ชาติไทยพัฒนา,107
101,กรุงเทพมหานคร,9,34,นาย,ดามพ์,เผด็จดัสกร,ความหวังใหม่,79
102,กรุงเทพมหานคร,9,20,นาย,ภาษกร,เดชะสุรังกูล,การเมืองใหม่,51
103,กรุงเทพมหานคร,9,18,นางสาว,จันทร์แรม,อัมรินทร์,เพื่อฟ้าดิน,48
104,กรุงเทพมหานคร,9,33,นาย,จริส,สุพร,ประชาสันติ,45
105,กรุงเทพมหานคร,9,4,ร้อยตำรวจตรี,เสน่ห์,ชัยทร,ประชากรไทย,29
106,กรุงเทพมหานคร,9,36,นาง,ภันณี,ธกูลสวัสดิ์,พลังคนกีฬา,25
107,กรุงเทพมหานคร,10,10,นาย,ชื่นชอบ,คงอุดม,ประชาธิปัตย์,32306
108,กรุงเทพมหานคร,10,1,นาย,เฉลิมชัย,จีนะวิจารณะ,เพื่อไทย,30596
109,กรุงเทพมหานคร,10,12,นาย,สมบัติ,เปี่ยมบริบูรณ์,รักษ์สันติ,1905
110,กรุงเทพมหานคร,10,14,นางสาว,อุมาพร,อ่อนสุภาพ,กิจสังคม,186
111,กรุงเทพมหานคร,10,2,นาย,อรรถพล,วงศ์รัตน์,ชาติพัฒนาเพื่อแผ่นดิน,153
112,กรุงเทพมหานคร,10,18,นางสาว,ใจแก้ว,อโศกตระกูล,เพื่อฟ้าดิน,83
113,กรุงเทพมหานคร,10,34,นาย,ผดุงสิน,ศรีไชโย,ความหวังใหม่,22
114,กรุงเทพมหานคร,11,1,นาย,สุรชาติ,เทียนทอง,เพื่อไทย,28376
115,กรุงเทพมหานคร,11,10,นาย,สกลธี,ภัททิยกุล,ประชาธิปัตย์,25704
116,กรุงเทพมหานคร,11,16,นางสาว,ศุภมาส,อิศรภักดี,ภูมิใจไทย,14474
117,กรุงเทพมหานคร,11,12,นาย,สิระ,เจนจาคะ,รักษ์สันติ,2437
118,กรุงเทพมหานคร,11,2,นางสาว,เยาวภา,บุรพลชัย,ชาติพัฒนาเพื่อแผ่นดิน,545
119,กรุงเทพมหานคร,11,14,นาย,ศักดินนท์,พุ่มคชา,กิจสังคม,110
120,กรุงเทพมหานคร,11,18,นางสาว,สวยใส,ชาวหินฟ้า,เพื่อฟ้าดิน,33
121,กรุงเทพมหานคร,11,4,นาย,ชายสิทธิ์,คำเทศ,ประชากรไทย,25
122,กรุงเทพมหานคร,11,36,นางสาว,ประภารัตน์,พิริยะอนันตกุล,พลังคนกีฬา,24
123,กรุงเทพมหานคร,11,39,นาง,รัชฎาภรณ์,ศรีลาเลิศ,เพื่อนเกษตรไทย,18
124,กรุงเทพมหานคร,11,34,นาง,อุษณีย์,กกไธสง,ความหวังใหม่,7
125,กรุงเทพมหานคร,12,1,นาย,การุณ,โหสกุล,เพื่อไทย,38351
126,กรุงเทพมหานคร,12,10,นาย,แทนคุณ,จิตต์อิสระ,ประชาธิปัตย์,30675
127,กรุงเทพมหานคร,12,12,ร้อยเอก,ชมพล,ยูสานนท์,รักษ์สันติ,1018
128,กรุงเทพมหานคร,12,26,นาย,พฤกพงษ์,เปรมศิริ,มาตุภูมิ,681
129,กรุงเทพมหานคร,12,14,นาวาเอก,ประจักษ์,วังกานนท์,กิจสังคม,117
130,กรุงเทพมหานคร,12,2,นาย,นิรุติ,จิตชัย,ชาติพัฒนาเพื่อแผ่นดิน,86
131,กรุงเทพมหานคร,12,21,นาย,ภูมิพัฒน์,กาลกิจ,ชาติไทยพัฒนา,75
132,กรุงเทพมหานคร,12,18,นางสาว,เบ็ญจวรรณ,เจริญวงษ์,เพื่อฟ้าดิน,29
133,กรุงเทพมหานคร,12,34,นาง,วัชรินทร์,เรืองศรี,ความหวังใหม่,21
134,กรุงเทพมหานคร,12,36,นาย,ธวัชชัย,ด้วงแดงโชติ,พลังคนกีฬา,13
135,กรุงเทพมหานคร,13,1,นาวาอากาศเอก,อนุดิษฐ์,นาครทรรพ,เพื่อไทย,51765
136,กรุงเทพมหานคร,13,10,นาย,ก้องศักดิ์,ยอดมณี,ประชาธิปัตย์,33805
137,กรุงเทพมหานคร,13,12,นาวาอากาศโท,รวยลาภ,เอี่ยมทอง,รักษ์สันติ,1997
138,กรุงเทพมหานคร,13,2,นาวาอากาศตรี,ปิยะพงษ์,ผิวอ่อน,ชาติพัฒนาเพื่อแผ่นดิน,1538
139,กรุงเทพมหานคร,13,13,นางสาว,บงกฏ,เจริญเธียร,ไทยเป็นสุข,145
140,กรุงเทพมหานคร,13,14,พลโท,ดนัย,เงินโสภา,กิจสังคม,139
141,กรุงเทพมหานคร,13,26,นาย,วัชรินทร์,อนันต์หน่อ,มาตุภูมิ,120
142,กรุงเทพมหานคร,13,21,นาย,เอกภพ,เหล่าลาภะ,ชาติไทยพัฒนา,88
143,กรุงเทพมหานคร,13,34,นาย,วิระพจน์,รัตนพันธ์,ความหวังใหม่,59
144,กรุงเทพมหานคร,13,36,นางสาว,นิรชา,ระย้า,พลังคนกีฬา,24
145,กรุงเทพมหานคร,13,18,นาย,หนึ่งหล้า,ลิ้นป่าโลกีย์,เพื่อฟ้าดิน,16
146,กรุงเทพมหานคร,14,1,นาย,อนุสรณ์,ปั้นทอง,เพื่อไทย,49829
147,กรุงเทพมหานคร,14,10,นาย,วิทเยนทร์,มุตตามระ,ประชาธิปัตย์,41735
148,กรุงเทพมหานคร,14,12,นาย,พจน์,อู่ธนา,รักษ์สันติ,3211
149,กรุงเทพมหานคร,14,2,นาง,กรพินธุ์,สุทัศน์ ณ อยุธยา,ชาติพัฒนาเพื่อแผ่นดิน,739
150,กรุงเทพมหานคร,14,14,นาย,คมปภัต,สันทัด,กิจสังคม,288
151,กรุงเทพมหานคร,14,36,นาย,เฉลิมศักดิ์,เอกสุธานี,พลังคนกีฬา,49
152,กรุงเทพมหานคร,14,39,นางสาว,อภิญรัตน์,วัฒนะพัทธ์,เพื่อนเกษตรไทย,28
153,กรุงเทพมหานคร,14,18,นาย,สมบูรณ์,สุขสวัสดิ์,เพื่อฟ้าดิน,27
154,กรุงเทพมหานคร,15,10,นาย,ณัฏฐ์,บรรทัดฐาน,ประชาธิปัตย์,37260
155,กรุงเทพมหานคร,15,1,นาย,ภักดีหาญส์,หิมะทองคำ,เพื่อไทย,32737
156,กรุงเทพมหานคร,15,12,นาย,ธีรัจชัย,พันธุมาศ,รักษ์สันติ,2187
157,กรุงเทพมหานคร,15,14,นาย,ชิษณุพงศ์,รัตนพันธ์,กิจสังคม,297
158,กรุงเทพมหานคร,15,2,นาย,ศิโรตม์,มโนพัฒนะ,ชาติพัฒนาเพื่อแผ่นดิน,144
159,กรุงเทพมหานคร,15,9,นาย,ภูโมกข์,นุ่นจันทร์,พลังมวลชน,94
160,กรุงเทพมหานคร,15,33,นาย,อำนวย,โกวิทธรรมกรณ์,ประชาสันติ,66
161,กรุงเทพมหานคร,15,20,ว่าที่ร้อยตรี,นพดล,เดชาฤทธิ์,การเมืองใหม่,47
162,กรุงเทพมหานคร,15,11,นาง,คนึงนิจ,คคนัมพรคงคา,ไทยพอเพียง,45
163,กรุงเทพมหานคร,15,18,นางสาว,ยลศิริ,ดำช่วย,เพื่อฟ้าดิน,31
164,กรุงเทพมหานคร,15,36,นาง,วิภาวี,ทองพิทักษ์,พลังคนกีฬา,19
165,กรุงเทพมหานคร,15,34,นาย,ณรงค์,รื่นพิทักษ์,ความหวังใหม่,18
166,กรุงเทพมหานคร,15,28,นาย,ชัยฤกษ์,กลางพิมาย,พลังสังคมไทย,6
167,กรุงเทพมหานคร,16,1,นาย,พลภูมิ,วิภัติภูมิประเทศ,เพื่อไทย,48690
168,กรุงเทพมหานคร,16,10,นาย,พนิช,วิกิตเศรษฐ์,ประชาธิปัตย์,47425
169,กรุงเทพมหานคร,16,12,นาย,อัคคชา,พรหมสูตร,รักษ์สันติ,1908
170,กรุงเทพมหานคร,16,14,นาย,สันติ,วิชัยพล,กิจสังคม,215
171,กรุงเทพมหานคร,16,2,นาย,ไมตรี,คำพันธุ์,ชาติพัฒนาเพื่อแผ่นดิน,176
172,กรุงเทพมหานคร,16,21,นาย,สุรทัศน์,คัชมาตย์,ชาติไทยพัฒนา,102
173,กรุงเทพมหานคร,16,18,เรือตรี,แซมดิน,เลิศบุญย์,เพื่อฟ้าดิน,81
174,กรุงเทพมหานคร,16,36,นาย,วิทวัท,ชุลสนะเสวี,พลังคนกีฬา,64
175,กรุงเทพมหานคร,16,33,นาย,สุทัศน์,แก่นสุวรรณ,ประชาสันติ,39
176,กรุงเทพมหานคร,16,34,นาย,อับดุลณฮากีม,ยีตา,ความหวังใหม่,25
177,กรุงเทพมหานคร,16,23,หม่อมหลวง,สมชาย,เกษมสันต์,ชาติสามัคคี,22
178,กรุงเทพมหานคร,17,1,นาย,วิชาญ,มีนชัยนันท์,เพื่อไทย,42450
179,กรุงเทพมหานคร,17,10,นาย,ชาญวิทย์,วิภูศิริ,ประชาธิปัตย์,39634
180,กรุงเทพมหานคร,17,12,นาย,วิโรจะโน,ชูชาติประเสริฐผล,รักษ์สันติ,1457
181,กรุงเทพมหานคร,17,14,นาย,ยุทธนา,ช่วงมณี,กิจสังคม,144
182,กรุงเทพมหานคร,17,2,นาย,ยศพงศ์,นาทันรีบ,ชาติพัฒนาเพื่อแผ่นดิน,102
183,กรุงเทพมหานคร,17,21,นาย,สุรชัย,นิวาสพันธุ์,ชาติไทยพัฒนา,95
184,กรุงเทพมหานคร,17,36,นางสาว,กนกวรรรณ,สุทธิประภา,พลังคนกีฬา,43
185,กรุงเทพมหานคร,17,18,นาย,ธำรงค์,แสงสุริยจันทร์,เพื่อฟ้าดิน,23
186,กรุงเทพมหานคร,17,34,นาย,ศุภกร,ภูมิพันธ์,ความหวังใหม่,18
187,กรุงเทพมหานคร,18,1,นาย,จิรายุ,ห่วงทรัพย์,เพื่อไทย,39058
188,กรุงเทพมหานคร,18,10,นาย,สมัย,เจริญช่าง,ประชาธิปัตย์,37910
189,กรุงเทพมหานคร,18,12,นาย,ธนัช,กรองกันภัย,รักษ์สันติ,1495
190,กรุงเทพมหานคร,18,2,พลตำรวจตรี,ชาตรี,สุทัศน์ ณ อยุธยา,ชาติพัฒนาเพื่อแผ่นดิน,169
191,กรุงเทพมหานคร,18,14,นาย,สุภิญโญ,กลิ่นสังข์,กิจสังคม,156
192,กรุงเทพมหานคร,18,21,นาย,เอกฤทธิ,เจียกขจร,ชาติไทยพัฒนา,81
193,กรุงเทพมหานคร,18,23,นางสาว,ปวภัสส์,วัชโรฐิติกรณ์,ชาติสามัคคี,66
194,กรุงเทพมหานคร,18,34,นาย,สงวนศักดิ์,ยูฮันเงาะ,ความหวังใหม่,51
195,กรุงเทพมหานคร,18,18,นาย,ดอกบัวน้อย,นาวาบุญนิยม,เพื่อฟ้าดิน,33
196,กรุงเทพมหานคร,18,36,นาย,บุญเรือง,ศิลาธุลี,พลังคนกีฬา,26
197,กรุงเทพมหานคร,19,1,นาย,ไพโรจน์,อิสระเสรีพงษ์,เพื่อไทย,36530
198,กรุงเทพมหานคร,19,10,นาย,วสันต์,มีวงษ์,ประชาธิปัตย์,32667
199,กรุงเทพมหานคร,19,12,นาย,ดิเรก,สุมาลยศักดิ์,รักษ์สันติ,808
200,กรุงเทพมหานคร,19,2,นาย,สุรยุทธ,ศิริขันธ์,ชาติพัฒนาเพื่อแผ่นดิน,135
201,กรุงเทพมหานคร,19,14,นาง,กวิตา,สุขโข,กิจสังคม,98
202,กรุงเทพมหานคร,19,36,นาย,ไพศาล,ศรีจันทร์,พลังคนกีฬา,65
203,กรุงเทพมหานคร,19,39,นาย,เพทาย,และมิตร,เพื่อนเกษตรไทย,58
204,กรุงเทพมหานคร,19,18,นางสาว,รัชณี,ศรีเกิด,เพื่อฟ้าดิน,46
205,กรุงเทพมหานคร,19,33,นาย,เกษม,ทรัพย์เจริญ,ประชาสันติ,43
206,กรุงเทพมหานคร,19,34,นาย,ศรัณย์กรณ์,จักษุจินดา,ความหวังใหม่,16
207,กรุงเทพมหานคร,20,1,นางสาว,ธีรรัตน์,สำเร็จวาณิชย์,เพื่อไทย,44914
208,กรุงเทพมหานคร,20,10,นาง,สลวยเลิศ,กิมสูนจันทร์,ประชาธิปัตย์,26256
209,กรุงเทพมหานคร,20,12,นาย,สง่า,ยงเกียรติพานิช,รักษ์สันติ,2854
210,กรุงเทพมหานคร,20,26,นาย,ประสาน,ผาแดงจงเจิรญ,มาตุภูมิ,489
211,กรุงเทพมหานคร,20,2,นาง,กฤษณา,ธารีฉัตร,ชาติพัฒนาเพื่อแผ่นดิน,155
212,กรุงเทพมหานคร,20,14,นางสาว,เปรมฤดี,พิธพรชัยกุล,กิจสังคม,118
213,กรุงเทพมหานคร,20,36,นาย,สุริยา,แก้วผูกนาค,พลังคนกีฬา,57
214,กรุงเทพมหานคร,20,39,นาย,อ๊อด,บุญพา,เพื่อนเกษตรไทย,47
215,กรุงเทพมหานคร,20,18,นาง,เพ็ญพร,กรุณามิตร,เพื่อฟ้าดิน,31
216,กรุงเทพมหานคร,20,34,นาย,สมศักดิ์,ภมรเรวดี,ความหวังใหม่,15
217,กรุงเทพมหานคร,21,10,นาง,นาถยา,เบ็ญจศิริวรรณ,ประชาธิปัตย์,42754
218,กรุงเทพมหานคร,21,1,นาย,เอกพจน์,วงศ์อารยะ,เพื่อไทย,33317
219,กรุงเทพมหานคร,21,12,นาย,สุภาพ,ทองรัตน์,รักษ์สันติ,2164
220,กรุงเทพมหานคร,21,2,นาย,ธิบดี,เยาวมาลี,ชาติพัฒนาเพื่อแผ่นดิน,262
221,กรุงเทพมหานคร,21,14,นาย,อนุสรณ์,สถาพร,กิจสังคม,139
222,กรุงเทพมหานคร,21,39,นางสาว,ปัทมพร,ขุนทอง,เพื่อนเกษตรไทย,90
223,กรุงเทพมหานคร,21,36,นาง,จันทรรัตน์,พันธุ์ชัชวาล,พลังคนกีฬา,42
224,กรุงเทพมหานคร,21,33,นาย,ศักดิ์,สุวรรณกูฏ,ประชาสันติ,30
225,กรุงเทพมหานคร,21,18,นางสาว,เกร็ดดิน,อโศกตระกูล,เพื่อฟ้าดิน,29
226,กรุงเทพมหานคร,22,10,นาย,สามารถ,มะลูลีม,ประชาธิปัตย์,50467
227,กรุงเทพมหานคร,22,1,นาย,ภัทรศักดิ์,โอสถานุเคราะห์,เพื่อไทย,39437
228,กรุงเทพมหานคร,22,12,นาย,ธันวา,ไกรฤกษ์,รักษ์สันติ,2316
229,กรุงเทพมหานคร,22,2,นาย,ธานี,สาครสินธุ์,ชาติพัฒนาเพื่อแผ่นดิน,252
230,กรุงเทพมหานคร,22,14,นาย,บุญรอด,แก่นจันทร์,กิจสังคม,177
231,กรุงเทพมหานคร,22,33,นาย,ธำรงสิน,เจียรตระกูล,ประชาสันติ,78
232,กรุงเทพมหานคร,22,36,นาย,อธินาถ,ศิริเมฆา,พลังคนกีฬา,47
233,กรุงเทพมหานคร,22,18,นาง,วรรณรีย์,วรรธนรียชาติ,เพื่อฟ้าดิน,41
234,กรุงเทพมหานคร,22,34,นาย,อุทัย,นามวงศ์,ความหวังใหม่,39
235,กรุงเทพมหานคร,22,39,นาย,สุรพรชัย,คงบุญช่วย,เพื่อนเกษตรไทย,37
236,กรุงเทพมหานคร,23,10,นาย,สุทธิ,ปัญญาสกุลวงศ์,ประชาธิปัตย์,47993
237,กรุงเทพมหานคร,23,1,นาย,วัฒนา,เซ่งไพเราะ,เพื่อไทย,39668
238,กรุงเทพมหานคร,23,12,นาย,ชัยวัฒน์,อ่ำสกุล,รักษ์สันติ,2655
239,กรุงเทพมหานคร,23,33,นางสาว,จิรัชฌา,สุวรรณกูฏ,ประชาสันติ,293
240,กรุงเทพมหานคร,23,14,นาย,สุพล,ค้าพลอยดี,กิจสังคม,244
241,กรุงเทพมหานคร,23,2,นาย,เอก,กฤชวงศ์สนิท,ชาติพัฒนาเพื่อแผ่นดิน,189
242,กรุงเทพมหานคร,23,21,นาย,ภูวเดช,ไวทยกุล,ชาติไทยพัฒนา,138
243,กรุงเทพมหานคร,23,17,นาย,ฉลอง,เกตุแก้ว,แทนคุณแผ่นดิน,116
244,กรุงเทพมหานคร,23,18,นางสาว,ฟ่องฟ้า,ศรีวรพรกุล,เพื่อฟ้าดิน,54
245,กรุงเทพมหานคร,23,36,นางสาว,ณ้ฏชานันท์,อัศวจิตตานนท์,พลังคนกีฬา,47
246,กรุงเทพมหานคร,24,10,นาย,สุรันต์,จันทร์พิทักษ์,ประชาธิปัตย์,44689
